Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_longest_win_streak,B_losses,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_longest_win_streak,R_losses,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Red,FALSE,Flyweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,167.64,170.18,125,1,0,0,1,3,0,0,1,0,1,0,0,2,Orthodox,165.1,172.72,125,32,28
Red,FALSE,Lightweight,3,2,0,0,1,2,0,0,0,1,0,0,0,1,Orthodox,177.8,182.88,155,1,0,0,4,7,0,0,2,6,2,1,0,11,Orthodox,172.72,172.72,155,31,33
Blue,FALSE,Flyweight,3,2,0,0,0,2,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,125,1,0,0,1,1,0,0,0,1,0,0,0,1,Orthodox,165.1,172.72,125,26,29
Red,FALSE,Lightweight,5,0,1,0,5,5,4,0,1,1,2,3,0,7,Orthodox,177.8,182.88,170,1,0,0,4,5,0,1,0,4,5,3,0,13,Southpaw,175.26,182.88,155,30,28
Red,FALSE,Welterweight,3,1,0,0,6,10,2,0,3,8,5,0,0,16,Southpaw,177.8,182.88,170,3,0,0,7,10,0,0,0,2,9,2,0,13,Orthodox,182.88,190.5,170,35,36
Blue,FALSE,Heavyweight,3,5,0,0,7,9,5,0,1,2,9,2,0,14,Orthodox,190.5,195.58,240,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,190.5,187.96,264,38,26
Blue,FALSE,Middleweight,3,1,0,0,3,4,1,0,1,4,0,2,0,7,Southpaw,185.42,198.12,185,2,0,0,4,11,1,0,0,4,6,3,0,13,Orthodox,182.88,187.96,185,32,38
Red,FALSE,Bantamweight,3,0,2,0,2,1,0,0,0,1,1,0,0,2,Southpaw,170.18,175.26,135,0,2,0,7,2,0,0,3,4,1,1,0,9,Orthodox,165.1,167.64,135,30,35
Blue,FALSE,Lightweight,3,0,1,0,4,11,0,0,3,5,1,4,0,13,Orthodox,170.18,177.8,155,1,0,0,3,10,0,0,1,1,4,7,1,14,Orthodox,177.8,180.34,155,35,33
Blue,FALSE,Bantamweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,135,0,1,0,3,3,3,0,0,3,4,0,1,8,Orthodox,160.02,167.64,135,29,33
Red,FALSE,Women's Strawweight,3,0,2,0,2,0,0,0,1,1,0,0,0,2,Orthodox,154.94,160.02,115,0,1,0,1,0,1,0,0,0,0,1,0,1,Orthodox,165.1,167.64,115,24,26
Red,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,1,0,0,2,2,0,0,0,1,1,1,0,3,Orthodox,182.88,180.34,170,32,21
Blue,FALSE,Women's Strawweight,3,0,1,0,1,2,0,0,0,0,0,1,0,1,Orthodox,165.1,162.56,115,0,1,0,1,3,0,0,0,2,0,0,0,2,Orthodox,160.02,162.56,115,31,32
Blue,FALSE,Welterweight,3,1,0,0,3,2,0,0,2,1,1,1,0,5,Orthodox,185.42,193.04,170,1,0,0,3,5,1,0,1,4,0,2,0,7,Orthodox,180.34,190.5,170,26,32
Red,FALSE,Light Heavyweight,3,1,0,0,1,1,0,0,0,0,1,0,0,1,Orthodox,185.42,187.96,205,1,0,0,1,3,0,0,1,0,1,0,0,2,Orthodox,190.5,198.12,205,32,29
Blue,TRUE,Middleweight,5,0,12,0,12,2,14,0,2,10,5,2,0,19,Orthodox,180.34,193.04,185,0,5,0,5,7,3,0,2,8,10,0,0,20,Orthodox,185.42,190.5,185,36,38
Blue,TRUE,Bantamweight,5,0,2,0,4,3,5,0,0,4,5,1,0,10,Orthodox,167.64,170.18,125,0,6,0,6,0,1,0,0,2,4,0,0,6,Orthodox,172.72,165.1,135,31,26
Blue,TRUE,Women's Strawweight,5,0,1,0,3,2,1,0,0,1,0,3,0,4,Orthodox,165.1,165.1,115,0,8,0,8,0,6,0,1,5,2,0,0,8,Orthodox,167.64,165.1,125,25,30
Red,FALSE,Welterweight,3,1,0,0,3,5,0,0,0,5,3,1,0,9,Orthodox,180.34,187.96,170,2,0,0,7,3,2,0,0,3,5,0,0,8,Orthodox,182.88,190.5,170,32,34
Blue,FALSE,Middleweight,3,0,2,0,2,0,0,0,0,0,2,0,0,2,Orthodox,185.42,182.88,185,1,0,0,6,7,3,1,2,5,5,0,0,13,Southpaw,175.26,175.26,185,26,34
Red,FALSE,Lightweight,3,0,2,0,2,1,0,0,0,1,1,2,0,4,Orthodox,177.8,185.42,155,0,2,0,5,1,0,0,0,3,1,3,0,7,Orthodox,190.5,193.04,155,29,30
Blue,FALSE,Heavyweight,3,0,1,0,1,1,0,0,0,1,0,0,0,1,Orthodox,193.04,195.58,240,1,0,0,2,5,0,0,0,0,3,0,0,3,Southpaw,195.58,195.58,250,33,34
Red,FALSE,Light Heavyweight,3,1,0,0,3,3,1,0,0,4,2,0,0,6,Orthodox,190.5,200.66,205,0,2,0,4,5,1,1,0,1,4,3,0,9,Southpaw,190.5,203.2,205,28,34
Red,FALSE,Welterweight,3,0,3,0,3,0,0,0,0,0,0,3,0,3,Switch,187.96,187.96,170,1,0,0,2,2,0,0,0,1,1,1,0,3,Orthodox,190.5,198.12,170,25,27
Blue,FALSE,Heavyweight,3,0,1,0,1,2,0,0,0,1,1,0,0,2,Orthodox,193.04,203.2,265,0,2,0,2,1,0,0,0,0,1,3,0,4,Orthodox,187.96,203.2,240,26,40
Blue,FALSE,Bantamweight,3,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,175.26,182.88,135,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,135,22,29
Red,FALSE,Middleweight,5,2,0,0,8,7,5,0,1,6,6,1,0,14,Southpaw,185.42,187.96,185,0,1,0,5,3,0,0,0,2,5,1,0,8,Southpaw,185.42,195.58,185,39,33
Blue,FALSE,Welterweight,3,0,4,0,4,1,0,0,0,3,2,2,0,7,Orthodox,180.34,182.88,170,1,0,0,7,7,2,0,1,8,1,9,0,19,Southpaw,185.42,182.88,170,29,39
Red,FALSE,Bantamweight,3,0,2,0,2,1,0,0,0,0,3,1,0,4,Orthodox,172.72,180.34,135,0,3,0,3,3,0,0,0,1,1,2,0,4,Orthodox,167.64,165.1,135,30,31
Red,FALSE,Lightweight,3,2,0,0,7,10,0,0,2,6,3,6,0,17,Southpaw,172.72,180.34,155,1,0,0,7,4,0,0,1,5,2,2,1,11,Southpaw,175.26,177.8,155,34,39
Red,FALSE,Middleweight,3,0,2,0,2,1,0,0,0,1,2,0,0,3,Orthodox,185.42,195.58,185,0,2,0,4,4,0,0,0,1,6,0,0,7,Orthodox,187.96,193.04,205,29,33
Red,FALSE,Bantamweight,3,0,3,0,3,2,0,0,0,1,1,2,0,4,Switch,172.72,177.8,135,1,0,0,6,3,0,0,1,3,5,1,0,10,Orthodox,160.02,170.18,135,24,27
Red,FALSE,Welterweight,3,0,1,0,1,1,0,0,0,0,1,1,0,2,Orthodox,182.88,193.04,170,1,0,0,4,2,0,0,0,0,2,2,0,4,Orthodox,180.34,190.5,170,28,25
Red,FALSE,Middleweight,3,0,1,0,1,1,0,0,0,1,1,0,0,2,Orthodox,182.88,185.42,185,0,2,0,2,3,1,0,0,2,0,2,0,4,Orthodox,187.96,200.66,185,27,27
Blue,FALSE,Lightweight,3,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,175.26,172.72,155,2,0,0,2,4,0,0,1,2,0,0,0,3,Orthodox,172.72,175.26,155,29,33
Red,FALSE,Welterweight,3,0,1,0,1,1,0,0,0,0,1,0,0,1,Orthodox,180.34,193.04,170,0,3,0,3,1,0,0,1,1,1,0,0,3,Orthodox,180.34,185.42,170,31,30
Blue,FALSE,Welterweight,5,0,2,0,2,1,0,0,0,2,1,0,0,3,Southpaw,182.88,187.96,170,2,0,0,8,6,1,0,0,6,8,5,0,19,Orthodox,185.42,185.42,155,24,34
Red,FALSE,Light Heavyweight,3,0,2,0,2,1,0,0,0,2,0,0,0,2,Orthodox,182.88,190.5,205,2,0,0,1,4,0,0,0,1,1,0,0,2,Orthodox,187.96,198.12,205,27,34
Blue,FALSE,Bantamweight,3,1,0,0,1,1,0,0,0,0,0,1,0,1,Switch,167.64,167.64,135,1,0,0,2,2,0,0,0,0,0,2,0,2,Orthodox,165.1,177.8,135,31,27
Blue,FALSE,Featherweight,3,1,0,0,1,4,0,0,0,2,2,0,0,4,Orthodox,180.34,187.96,145,1,0,0,2,3,1,0,0,2,0,0,0,2,Southpaw,175.26,165.1,145,27,31
Blue,FALSE,Featherweight,3,1,0,0,2,1,0,0,1,1,0,0,0,2,Orthodox,167.64,177.8,145,1,0,0,2,5,0,0,0,2,1,2,0,5,Orthodox,172.72,185.42,135,32,29
Red,TRUE,Lightweight,5,0,5,0,5,2,0,0,1,3,1,4,0,9,Orthodox,175.26,195.58,170,0,9,0,9,1,1,0,1,3,2,5,1,12,Orthodox,180.34,193.04,155,25,33
Red,TRUE,Flyweight,5,0,2,0,3,2,0,0,0,3,0,2,0,5,Orthodox,162.56,160.02,135,0,12,0,12,2,12,0,1,7,2,4,0,14,Orthodox,160.02,167.64,125,24,31
Red,FALSE,Heavyweight,3,0,2,0,2,4,0,0,0,0,3,0,0,3,Southpaw,195.58,195.58,250,1,0,0,6,4,3,0,0,3,4,2,0,9,Orthodox,193.04,195.58,231,34,40
Blue,FALSE,Lightweight,3,0,4,0,4,6,0,0,3,5,1,1,1,11,Southpaw,177.8,177.8,155,1,0,0,5,3,0,0,1,3,1,3,0,8,Southpaw,177.8,182.88,155,35,28
Blue,FALSE,Bantamweight,3,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,167.64,162.56,135,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,170.18,172.72,135,27,24
Blue,FALSE,Lightweight,3,3,0,0,4,3,0,0,1,1,1,1,0,4,Orthodox,177.8,180.34,155,1,0,0,1,2,0,0,0,0,1,0,0,1,Orthodox,175.26,180.34,155,31,25
Red,FALSE,Flyweight,3,1,0,0,3,1,0,0,1,1,0,1,0,3,Orthodox,172.72,175.26,125,2,0,0,0,2,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,135,31,27
Red,FALSE,Flyweight,3,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,165.1,165.1,125,0,1,0,2,5,1,0,1,1,1,3,0,6,Orthodox,167.64,167.64,125,29,33
Blue,FALSE,Middleweight,3,0,2,0,5,4,0,0,2,7,1,0,0,10,Orthodox,185.42,187.96,185,0,1,0,5,6,1,0,1,4,2,5,0,12,Orthodox,185.42,198.12,185,29,36
Red,FALSE,Light Heavyweight,5,1,0,0,4,5,1,0,2,6,4,0,1,13,Southpaw,187.96,190.5,170,0,1,0,4,5,1,1,0,1,4,2,0,8,Southpaw,190.5,203.2,205,36,34
Blue,FALSE,Women's Strawweight,3,1,0,0,3,4,1,0,1,3,1,2,0,7,Orthodox,154.94,157.48,115,0,2,0,2,2,1,0,0,3,0,1,0,4,Orthodox,162.56,160.02,115,25,28
Blue,FALSE,Lightweight,3,0,1,0,1,2,0,0,0,1,0,0,0,1,Orthodox,180.34,177.8,155,4,0,0,2,8,0,0,1,1,2,0,0,4,Southpaw,170.18,177.8,155,29,39
Red,FALSE,Featherweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,145,2,0,0,2,3,0,0,0,0,2,0,0,2,Southpaw,170.18,175.26,135,27,26
Red,FALSE,Flyweight,3,0,1,0,1,3,0,0,0,0,0,3,0,3,Southpaw,177.8,180.34,125,1,0,0,3,4,0,0,0,4,0,1,0,5,Orthodox,165.1,170.18,125,27,32
Red,FALSE,Welterweight,3,1,0,0,2,1,0,0,1,1,0,0,0,2,Orthodox,180.34,182.88,170,1,0,0,1,5,0,0,0,0,0,2,0,2,Southpaw,180.34,185.42,170,27,33
Red,FALSE,Welterweight,3,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,170,0,1,0,1,1,0,0,0,0,0,0,1,1,Orthodox,170.18,177.8,170,29,31
Red,FALSE,Middleweight,5,0,1,0,2,2,0,0,1,2,0,0,0,3,Orthodox,185.42,198.12,185,1,0,0,5,2,2,0,0,0,2,3,0,5,Southpaw,190.5,195.58,185,35,32
Blue,FALSE,Middleweight,3,0,2,0,2,2,0,0,0,1,2,0,0,3,Orthodox,193.04,193.04,205,4,0,0,2,6,0,0,0,1,2,0,0,3,Southpaw,175.26,180.34,185,29,39
Red,FALSE,Lightweight,3,0,1,0,1,1,0,0,0,0,0,1,0,1,Southpaw,187.96,187.96,155,0,2,0,2,0,0,0,0,1,1,0,0,2,Orthodox,170.18,180.34,155,27,30
Red,FALSE,Welterweight,3,0,2,0,4,2,1,0,1,2,1,2,0,6,Orthodox,182.88,182.88,170,0,5,0,5,0,1,0,0,4,0,1,0,5,Switch,182.88,193.04,170,35,30
Blue,FALSE,Lightweight,3,0,2,0,3,2,1,0,0,1,0,4,0,5,Southpaw,175.26,177.8,155,0,3,0,3,3,0,0,0,2,0,2,0,4,Orthodox,182.88,185.42,170,28,27
Blue,FALSE,Heavyweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,200.66,208.28,245,2,0,0,1,5,0,0,0,1,2,0,0,3,Orthodox,195.58,193.04,260,27,37
Blue,FALSE,Middleweight,3,3,0,0,3,6,1,0,0,1,2,0,2,5,Orthodox,182.88,200.66,185,1,0,0,5,2,0,0,1,4,1,0,0,6,Southpaw,185.42,195.58,185,33,28
Blue,FALSE,Lightweight,3,1,0,0,3,2,0,0,0,1,0,3,0,4,Orthodox,177.8,180.34,155,1,0,0,2,2,0,0,1,0,2,0,0,3,Orthodox,180.34,180.34,155,31,31
Red,TRUE,Women's Bantamweight,5,0,2,0,2,1,0,0,1,1,0,1,0,3,Southpaw,165.1,167.64,125,0,5,0,5,1,2,0,0,1,4,2,0,7,Orthodox,172.72,175.26,145,29,29
Blue,FALSE,Welterweight,3,0,1,0,5,7,3,0,0,9,4,2,0,15,Southpaw,172.72,177.8,170,0,1,0,7,4,0,0,1,6,4,1,0,12,Orthodox,190.5,203.2,170,32,30
Red,FALSE,Flyweight,3,1,0,0,3,3,1,0,0,4,0,2,0,6,Southpaw,162.56,165.1,125,2,0,0,4,2,1,0,1,3,0,0,0,4,Orthodox,162.56,162.56,135,32,30
Red,FALSE,Light Heavyweight,3,0,2,0,2,0,0,0,0,0,1,1,0,2,Orthodox,190.5,200.66,205,1,0,0,3,3,0,0,0,1,3,1,0,5,Orthodox,177.8,185.42,205,25,34
Red,FALSE,Featherweight,3,3,0,0,1,4,2,0,0,1,0,0,0,1,Orthodox,175.26,185.42,145,2,0,0,3,13,0,0,1,5,5,0,1,12,Orthodox,172.72,180.34,145,35,31
Blue,FALSE,Women's Bantamweight,3,0,2,0,2,0,0,0,1,1,0,0,0,2,Orthodox,172.72,172.72,135,0,3,0,3,3,1,0,1,1,1,2,0,5,Orthodox,167.64,167.64,135,26,36
Red,FALSE,Women's Bantamweight,3,1,0,0,2,2,0,0,1,0,1,0,0,2,Orthodox,172.72,170.18,125,1,0,0,1,1,0,0,0,1,0,0,0,1,Orthodox,170.18,170.18,135,30,29
Blue,FALSE,Featherweight,3,0,1,0,1,1,0,0,1,0,0,0,0,1,Southpaw,182.88,177.8,145,0,1,0,1,0,0,0,0,1,0,0,0,1,Southpaw,167.64,167.64,145,28,31
Blue,FALSE,Lightweight,3,1,0,0,1,3,0,0,0,1,1,0,0,2,Southpaw,182.88,180.34,155,2,0,0,2,4,0,0,0,1,0,1,0,2,Orthodox,177.8,185.42,155,28,31
Red,FALSE,Lightweight,3,1,0,0,3,2,0,0,1,0,2,1,0,4,Southpaw,177.8,182.88,155,0,2,0,2,1,0,0,0,2,0,0,0,2,Orthodox,180.34,190.5,155,34,33
Red,FALSE,Heavyweight,5,0,2,0,4,6,0,1,0,1,5,5,0,12,Orthodox,210.82,213.36,265,0,2,0,2,0,0,0,1,1,0,0,0,2,Orthodox,200.66,203.2,250,29,28
Red,FALSE,Welterweight,3,0,1,0,2,2,0,0,0,1,2,1,0,4,Southpaw,182.88,182.88,170,0,3,0,3,2,0,0,0,3,1,1,0,5,Southpaw,182.88,187.96,170,28,26
Red,FALSE,Welterweight,3,0,1,0,1,2,0,0,0,1,1,0,0,2,Southpaw,182.88,193.04,170,0,1,0,1,1,0,0,0,1,1,0,0,2,Southpaw,182.88,187.96,170,28,24
Red,FALSE,Lightweight,3,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,182.88,195.58,155,0,4,0,4,1,0,0,0,1,4,0,0,5,Orthodox,175.26,185.42,155,33,29
Red,FALSE,Lightweight,3,0,1,0,1,0,0,0,1,0,0,0,0,1,Southpaw,177.8,185.42,155,0,4,0,4,2,0,0,0,5,1,0,1,7,Orthodox,172.72,185.42,155,27,30
Red,FALSE,Lightweight,3,1,0,0,1,2,0,0,2,0,0,0,0,2,Southpaw,180.34,177.8,155,3,0,0,0,3,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155,31,30
Red,FALSE,Flyweight,5,0,3,0,3,0,0,0,1,0,0,2,0,3,Orthodox,170.18,177.8,125,0,3,0,3,2,0,0,0,6,0,0,0,6,Orthodox,167.64,175.26,135,23,23
Blue,FALSE,Women's Strawweight,3,1,0,0,1,1,0,0,0,1,0,0,0,1,Orthodox,165.1,167.64,115,0,1,0,1,3,0,0,1,2,0,0,0,3,Orthodox,162.56,160.02,115,23,31
Blue,FALSE,Welterweight,3,1,0,0,1,1,0,0,0,0,0,1,0,1,Orthodox,182.88,193.04,170,1,0,0,3,3,0,0,0,3,3,0,0,6,Southpaw,182.88,185.42,170,27,35
Red,FALSE,Middleweight,3,3,0,0,5,7,4,1,4,3,6,0,0,14,Orthodox,182.88,190.5,205,1,0,0,4,4,0,0,0,2,4,1,0,7,Southpaw,187.96,190.5,205,37,31
Red,FALSE,Bantamweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,135,1,0,0,2,2,1,0,0,1,2,0,0,3,Orthodox,167.64,170.18,135,28,27
Blue,FALSE,Middleweight,3,0,1,0,1,1,0,0,0,1,1,0,0,2,Orthodox,185.42,195.58,185,0,1,0,1,3,1,0,1,0,0,2,0,3,Orthodox,185.42,193.04,170,29,28
Red,FALSE,Flyweight,3,0,2,0,2,1,0,0,0,1,1,0,0,2,Orthodox,157.48,162.56,125,1,0,0,2,5,0,0,3,0,2,0,0,5,Orthodox,165.1,165.1,125,31,28
Blue,FALSE,Bantamweight,3,1,0,0,4,4,0,0,1,4,0,3,0,8,Orthodox,167.64,170.18,135,2,0,0,1,2,0,0,0,0,0,1,0,1,Orthodox,172.72,175.26,135,32,36
Red,FALSE,Bantamweight,3,0,2,0,2,0,0,0,0,1,1,0,0,2,Orthodox,172.72,175.26,145,0,2,0,2,1,1,0,0,1,0,1,0,2,Orthodox,172.72,175.26,135,25,27
Blue,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,145,1,0,0,1,1,0,0,0,0,1,0,0,1,Orthodox,182.88,187.96,155,29,27
Blue,TRUE,Light Heavyweight,5,0,13,0,13,1,10,0,0,7,4,5,0,16,Orthodox,193.04,213.36,205,0,4,0,4,1,4,0,1,3,1,3,0,8,Orthodox,180.34,182.88,235,30,38
Red,TRUE,Welterweight,5,0,7,0,7,6,1,0,1,8,1,9,0,19,Southpaw,185.42,182.88,170,0,1,0,3,3,3,1,1,0,5,0,0,7,Orthodox,175.26,187.96,170,39,35
Red,FALSE,Welterweight,3,1,0,0,8,5,1,0,0,6,8,5,0,19,Orthodox,185.42,185.42,155,1,0,0,5,5,5,0,3,3,6,0,0,12,Southpaw,180.34,187.96,170,34,35
Blue,FALSE,Light Heavyweight,3,0,2,0,2,0,0,0,1,0,1,0,0,2,Orthodox,187.96,190.5,205,0,2,0,3,2,0,0,0,1,3,0,2,6,Orthodox,185.42,200.66,205,27,37
Red,FALSE,Featherweight,3,0,4,0,4,1,0,0,1,1,1,1,0,4,Orthodox,177.8,180.34,145,0,1,0,4,3,1,0,0,3,2,3,0,8,Orthodox,172.72,180.34,145,25,35
Red,FALSE,Catch Weight,3,0,1,0,7,3,6,0,0,4,2,3,0,9,Orthodox,167.64,177.8,135,0,1,0,4,2,0,0,0,2,1,2,0,5,Orthodox,170.18,180.34,135,30,27
Red,FALSE,Featherweight,3,0,3,0,3,0,0,0,2,0,0,1,0,3,Orthodox,180.34,182.88,145,0,3,0,3,1,0,0,0,0,2,1,0,3,Switch,172.72,175.26,145,28,26
Blue,FALSE,Women's Strawweight,3,0,1,0,1,0,0,0,0,0,0,1,0,1,Orthodox,157.48,160.02,115,2,0,0,1,4,0,0,0,0,0,1,0,1,Orthodox,162.56,165.1,115,27,26
Blue,FALSE,Lightweight,3,1,0,0,2,5,0,0,0,1,1,1,0,3,Southpaw,172.72,177.8,155,3,0,0,2,11,0,0,1,3,1,1,0,6,Orthodox,177.8,182.88,170,28,37
Red,FALSE,Middleweight,5,1,0,0,5,3,1,0,2,2,2,2,0,8,Southpaw,175.26,180.34,185,3,0,0,9,3,5,0,0,3,4,2,0,9,Orthodox,187.96,198.12,185,25,33
Blue,FALSE,Featherweight,3,0,4,0,5,4,0,0,1,8,3,0,0,12,Orthodox,177.8,180.34,145,1,0,0,7,4,1,0,2,4,1,2,0,9,Orthodox,167.64,167.64,155,33,30
Red,FALSE,Light Heavyweight,3,1,0,0,2,5,0,0,1,0,4,0,0,5,Orthodox,190.5,193.04,205,0,1,0,3,4,0,0,0,3,2,0,0,5,Orthodox,187.96,193.04,205,31,36
Red,FALSE,Bantamweight,3,0,1,0,4,1,0,0,0,1,4,0,0,5,Southpaw,170.18,177.8,135,0,4,0,4,0,0,0,1,2,1,0,0,4,Orthodox,162.56,172.72,135,25,28
Blue,FALSE,Welterweight,3,0,2,0,2,1,0,0,0,1,1,0,0,2,Orthodox,180.34,185.42,170,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,182.88,187.96,170,30,32
Blue,FALSE,Welterweight,3,0,1,0,3,3,0,0,0,2,2,2,0,6,Orthodox,180.34,193.04,170,0,2,0,4,1,0,0,0,6,0,0,0,6,Southpaw,185.42,187.96,170,29,33
Blue,FALSE,Heavyweight,3,0,1,0,1,2,0,0,0,0,1,0,0,1,Orthodox,193.04,198.12,250,2,0,0,0,2,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,241,27,37
Blue,FALSE,Featherweight,3,0,2,0,2,0,0,0,0,2,0,0,0,2,Orthodox,180.34,180.34,145,0,1,0,1,1,0,0,1,0,0,0,0,1,Orthodox,170.18,177.8,145,24,30
Blue,FALSE,Bantamweight,3,0,2,0,2,2,0,0,0,1,1,1,0,3,Switch,172.72,177.8,135,0,1,0,1,0,0,0,0,0,0,1,0,1,Switch,167.64,167.64,135,24,30
Red,FALSE,Featherweight,3,0,1,0,3,4,1,0,1,0,1,3,0,5,Orthodox,170.18,185.42,145,0,2,0,2,0,0,0,0,1,1,0,0,2,Orthodox,180.34,190.5,145,30,26
Blue,FALSE,Lightweight,3,2,0,0,4,2,0,0,0,2,0,2,0,4,Orthodox,177.8,177.8,155,1,0,0,1,2,0,0,0,0,1,0,0,1,Orthodox,180.34,185.42,155,29,28
Blue,FALSE,Welterweight,5,0,4,0,4,2,0,0,0,3,3,0,0,6,Orthodox,182.88,185.42,170,0,2,0,4,2,0,0,0,1,0,6,0,7,Switch,180.34,182.88,170,30,28
Blue,FALSE,Women's Strawweight,3,0,2,0,2,0,0,0,0,0,0,2,0,2,Orthodox,162.56,162.56,115,1,0,0,2,2,0,0,0,2,1,0,0,3,Orthodox,167.64,165.1,125,30,31
Blue,FALSE,Lightweight,3,0,1,0,2,3,0,0,1,1,2,1,0,5,Orthodox,180.34,177.8,155,0,2,0,3,1,0,1,1,1,2,0,0,5,Southpaw,177.8,177.8,155,33,27
Red,FALSE,Middleweight,3,1,0,0,1,1,0,0,0,1,0,0,0,1,Orthodox,190.5,193.04,185,1,0,0,1,1,0,0,0,0,1,0,0,1,Orthodox,182.88,185.42,185,35,27
Red,FALSE,Light Heavyweight,3,1,0,0,1,1,0,0,0,0,0,1,0,1,Orthodox,190.5,193.04,205,0,1,0,1,2,1,0,0,0,1,0,0,1,Southpaw,185.42,193.04,205,29,27
Red,FALSE,Welterweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,1,0,0,2,1,0,0,0,1,0,1,0,2,Southpaw,185.42,187.96,170,27,30
Red,FALSE,Flyweight,3,1,0,0,2,3,0,0,0,2,0,1,0,3,Orthodox,162.56,162.56,125,0,1,0,1,0,0,0,1,0,0,0,0,1,Orthodox,165.1,170.18,125,37,27
Red,FALSE,Bantamweight,3,0,1,0,1,2,0,0,1,0,0,0,0,1,Orthodox,175.26,182.88,135,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,170.18,180.34,135,26,25
Blue,TRUE,Middleweight,5,0,7,0,7,2,1,0,0,4,5,0,0,9,Orthodox,182.88,185.42,185,0,8,0,8,0,0,0,1,1,6,0,0,8,Southpaw,182.88,185.42,185,26,40
Blue,FALSE,Heavyweight,3,0,1,0,4,4,1,0,0,2,5,0,0,7,Orthodox,193.04,203.2,265,0,1,0,6,3,3,0,0,3,4,2,0,9,Orthodox,193.04,195.58,231,37,39
Blue,FALSE,Heavyweight,3,1,0,0,1,2,0,0,0,0,1,0,0,1,Orthodox,193.04,203.2,265,2,0,0,3,4,0,2,0,0,2,0,0,4,Southpaw,182.88,187.96,247,26,34
Red,FALSE,Lightweight,3,1,0,0,7,9,0,0,2,6,3,6,0,17,Southpaw,172.72,180.34,155,1,0,0,5,5,4,0,1,0,2,3,0,6,Orthodox,177.8,182.88,170,33,30
Red,FALSE,Bantamweight,3,0,2,0,2,1,0,0,0,1,1,0,0,2,Orthodox,170.18,172.72,135,0,1,0,2,1,0,0,0,0,3,0,0,3,Orthodox,172.72,180.34,135,32,30
Blue,FALSE,Heavyweight,3,0,1,0,2,1,0,0,0,0,1,2,0,3,Orthodox,187.96,203.2,240,3,0,0,3,7,0,0,0,1,7,1,0,9,Orthodox,198.12,200.66,255,40,34
Red,FALSE,Welterweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,170,0,1,0,3,2,1,0,1,2,1,0,0,4,Orthodox,177.8,180.34,170,26,30
Red,FALSE,Middleweight,3,0,2,0,2,0,0,0,0,0,0,2,0,2,Southpaw,185.42,195.58,185,0,1,0,4,4,0,0,0,1,5,0,0,6,Orthodox,187.96,193.04,205,29,33
Blue,FALSE,Welterweight,3,0,1,0,1,2,0,0,0,1,1,0,0,2,Orthodox,180.34,182.88,170,2,0,0,2,3,0,0,1,0,2,0,0,3,Orthodox,182.88,185.42,170,28,27
Blue,TRUE,Welterweight,4,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,2,0,0,1,3,1,0,0,1,0,0,0,1,Orthodox,187.96,187.96,170,34,28
